review,stars,app,review_clean,sentiment
круто,5,click,круто,1
zoʻr,5,click,zor,1
ok,5,click,ok,1
ok,5,click,ok,1
zo'r,5,click,zor,1
"Функция Оилам - самое практичное решение в приложении, думаю.",5,click,функция оилам самое практичное решение в приложении думаю,1
"удобное в исполнении положение, много полезных функций для платежей.",5,click,удобное в исполнении положение много полезных функций для платежей,1
зур,5,click,зур,1
zõrrrrrrrr,5,click,zrrrrrrrr,1
"приложение не советую. если смените номер телефона,то придётся заново открывать аккаунт. это совсем неудобно. на других приложениях сделала это без проблем. клик этого не умеет даже при том, что пройдена полная аутенотефекация",1,click,приложение не советую если смените номер телефонато придётся заново открывать аккаунт это совсем неудобно на других приложениях сделала это без проблем клик этого не умеет даже при том что пройдена полная аутенотефекация,-1
проценты берут много чем (Хазна),5,click,проценты берут много чем хазна,-1
Супер,5,click,супер,1
очэн харошо,5,click,очэн харошо,1
м/б слишком много... каждие месяц зачем обнавленя? м/б много что могут използоват толко богатые люди с крутые смартфонами,1,click,мб слишком много каждие месяц зачем обнавленя мб много что могут използоват толко богатые люди с крутые смартфонами,-1
ok,5,click,ok,1
программа нужная работает отлично спасибо всем кто над этим работает.Но сделайте мониторинг бесплатным.,5,click,программа нужная работает отлично спасибо всем кто над этим работаетно сделайте мониторинг бесплатным,1
🫰🫰👍,5,click,,1
код соравоти пул откизганда,1,click,код соравоти пул откизганда,-1
хор,5,click,хор,1
"Ответ на ответ на мой отзыв))) я обращался в поддержку и мне сказали самому удалять карту, это бред, почему вы сами это не делаете при удалении данных из профиля? А если я начну с этой карты делать переводы?",1,click,ответ на ответ на мой отзыв я обращался в поддержку и мне сказали самому удалять карту это бред почему вы сами это не делаете при удалении данных из профиля а если я начну с этой карты делать переводы,-1
Очень удобно и всегда актуально!,5,click,очень удобно и всегда актуально,1
"zo'r ayniqsa yaangiliklardan world cup yo'llanmasi, keshbek, oila a'zolariga bepul o'tkazma",5,click,zor ayniqsa yaangiliklardan world cup yollanmasi keshbek oila azolariga bepul otkazma,1
Endi ishlayapti. Muammo hal bo‘ldi va rahmat javob uchun,4,click,endi ishlayapti muammo hal boldi va rahmat javob uchun,-1
👍👍👍👍,5,click,,1
👍👍👍,5,click,,1
Zo'r,5,click,zor,1
очень удобное приложение спасибо огромное,5,click,очень удобное приложение спасибо огромное,1
👊🏽,2,click,,1
отлично 👍,5,click,отлично,1
yaxshi idea yaxshi qulaylik eng yaxshi xamkor click tizimi zo‘r,5,click,yaxshi idea yaxshi qulaylik eng yaxshi xamkor click tizimi zor,1
очень хорошо,5,click,очень хорошо,1
"верните вкладку отчёты в прежний вид. плохое обновление. стало максимально неудобно. Чтобы повторить платеж приходится делать много лишних движений, а именно 1. листать вниз 2. раньше был удобный шрифт/дизайн в вкладке отчёты. 3. если платеж был в предыдущем месяце, то нужно снова делать много лишних движений, войти в раздел дата и там вводить числа. причем. от и до, и снова листать, т.е. делать кучу движений и тратить время. 4. раньше было удобно. маленький шрифт, сразу все видно, скроли",1,click,верните вкладку отчёты в прежний вид плохое обновление стало максимально неудобно чтобы повторить платеж приходится делать много лишних движений а именно листать вниз раньше был удобный шрифтдизайн в вкладке отчёты если платеж был в предыдущем месяце то нужно снова делать много лишних движений войти в раздел дата и там вводить числа причем от и до и снова листать те делать кучу движений и тратить время раньше было удобно маленький шрифт сразу все видно скроли,-1
классное приложение,5,click,классное приложение,1
тавсия киламан,5,click,тавсия киламан,1
очень удобно все оплачивается не выходя из дома,5,click,очень удобно все оплачивается не выходя из дома,1
удобно в использовании,5,click,удобно в использовании,1
zir,5,click,zir,1
классно,5,click,классно,1
super,5,click,super,1
"вечно кэшбэк снять не получается . вы когда рекламируете, не забудьте про это говорить.",1,click,вечно кэшбэк снять не получается вы когда рекламируете не забудьте про это говорить,-1
Ok,5,click,ok,1
Juda zoʻr!,5,click,juda zor,1
👍,5,click,,1
Raxat,5,click,raxat,1
Zor ilova hamma qulayliklari bor,5,click,zor ilova hamma qulayliklari bor,1
всё отлично!!,5,click,всё отлично,1
👍👌,5,click,,1
👍,5,click,,1
хороши лэхко,5,click,хороши лэхко,1
pul tushumlari hisobot bõlimida kechikish bor pul õtkazma qilganda tezda qancha pul tushgani bilinmaydi oz vaqt utib keyin kõriniyapti shuni tuzatish kerak,2,click,pul tushumlari hisobot blimida kechikish bor pul tkazma qilganda tezda qancha pul tushgani bilinmaydi oz vaqt utib keyin kriniyapti shuni tuzatish kerak,-1
быстро и удобно,5,click,быстро и удобно,1
зур,5,click,зур,1
Супер спасибо,5,click,супер спасибо,1
Отличная программа для платежей.,5,click,отличная программа для платежей,1
какого черта даже мониторинг платный совсем обанкротились что ли?,1,click,какого черта даже мониторинг платный совсем обанкротились что ли,-1
ажойиб,5,click,ажойиб,1
удобно,5,click,удобно,1
ЗУ́Р,5,click,зур,1
gap yoq,5,click,gap yoq,1
Жуда ишончли,5,click,жуда ишончли,-1
klass,5,click,klass,1
zor,5,click,zor,1
оно очень удобное и быстрый работает спасибоо вам♡,5,click,оно очень удобное и быстрый работает спасибоо вам,1
super 👌,5,click,super,1
ok,5,click,ok,1
zoʻr,5,click,zor,1
очень быстро и лёгкий удобный 👍👍👍,5,click,очень быстро и лёгкий удобный,1
супер,5,click,супер,1
отличное приложение,5,click,отличное приложение,1
vapshi zur,5,click,vapshi zur,1
shu premium ni birdaniga 1 yillik olishni xam yolga qoyilar. yillik skidkalik qib arzonroq qb chiqarilar. kopchilik yillik ovoradi. slargayam foydaku,5,click,shu premium ni birdaniga yillik olishni xam yolga qoyilar yillik skidkalik qib arzonroq qb chiqarilar kopchilik yillik ovoradi slargayam foydaku,-1
Спасибо за программу,4,click,спасибо за программу,1
prosta klass,5,click,prosta klass,1
отличная функция переводы между семьёй !,5,click,отличная функция переводы между семьёй,1
😀,5,click,,1
классное приложение,5,click,классное приложение,1
zor zor,5,click,zor zor,1
отлично,5,click,отлично,1
очень отлично спасибо за услуги,5,click,очень отлично спасибо за услуги,1
zor,5,click,zor,1
Juda kerakli ilova ekan 👍,5,click,juda kerakli ilova ekan,1
zo'r,5,click,zor,1
яхши ишламайапти мусор бор копти,1,click,яхши ишламайапти мусор бор копти,-1
ок,5,click,ок,1
"работает хорошо, очень много функциональный возможности для оплаты как гос пошлины так и штрафы........... Пожалвуста добавьте пояснительной тексты в каждом пункте, иногда человек ошибается. оплата не тот раздел идет из-за много раздела.",5,click,работает хорошо очень много функциональный возможности для оплаты как гос пошлины так и штрафы пожалвуста добавьте пояснительной тексты в каждом пункте иногда человек ошибается оплата не тот раздел идет изза много раздела,-1
juda qimmat bolib ketti ishlatish,1,click,juda qimmat bolib ketti ishlatish,-1
ok,5,click,ok,1
хорошо работает,5,click,хорошо работает,1
Yangi obnovleniyada ilova yahshi ishlamayabdi istoriya 5 minut otib yangilanyabdi oylarni sanasiga otib korish kerak bb qolibdi👎,1,click,yangi obnovleniyada ilova yahshi ishlamayabdi istoriya minut otib yangilanyabdi oylarni sanasiga otib korish kerak bb qolibdi,-1
очень хорошо оценка отлично,5,click,очень хорошо оценка отлично,1
отлично,5,click,отлично,1
зуррр,1,click,зуррр,1
отлычно,5,click,отлычно,1
"Здравствуйте, после последнего обновления в приложении мой дом - им стало не удобно пользоваться: - для оплаты школ и детсадов не доступно изменение деталей платежа, приходится заново создавать платёж - сконфигурированная сумма платежа пропала... Особенно неудобно было платить 1й раз после обновления - не все суммы помнил - во 2й раз сумма высвечивается рядом и её надо тапать,и так для каждого платежа..",2,click,здравствуйте после последнего обновления в приложении мой дом им стало не удобно пользоваться для оплаты школ и детсадов не доступно изменение деталей платежа приходится заново создавать платёж сконфигурированная сумма платежа пропала особенно неудобно было платить й раз после обновления не все суммы помнил во й раз сумма высвечивается рядом и её надо тапатьи так для каждого платежа,-1
"Мани телефонимни несовместимость килиб куйибсизлар, обновления булмаяпди, перевод булмаяпди. Нега, хаммада зам янги телефон йукку, манга обновления беринглар.",1,click,мани телефонимни несовместимость килиб куйибсизлар обновления булмаяпди перевод булмаяпди нега хаммада зам янги телефон йукку манга обновления беринглар,-1
klas,5,click,klas,1
vapwe ne vazmohno,1,click,vapwe ne vazmohno,-1
Очень понравилось,5,click,очень понравилось,1
Удобно спасибо,5,click,удобно спасибо,1
"Отличная приложения очень удобная, спасибо разроботчикам",5,click,отличная приложения очень удобная спасибо разроботчикам,1
cashbak deyarli berilmay qoʼydi.,2,click,cashbak deyarli berilmay qoydi,1
goood,5,click,goood,1
Qulay va ishonchli,5,click,qulay va ishonchli,1
👍,5,click,,1
хорошее приложение,5,click,хорошее приложение,1
👍,5,click,,1
Zo'r,5,click,zor,1
👍,5,click,,1
juda noniq ishlvoti,1,click,juda noniq ishlvoti,1
Super,5,click,super,1
oila uchun 0% yoqdi,5,click,oila uchun yoqdi,1
отличное приложение,5,click,отличное приложение,1
"Здравствуйте, пожалуйста в ""Click Дом"" добавьте пункт ""Выбрать по умолчанию"". Когда несколько домов, один всегда больше всех используется. Спасибо.",5,click,здравствуйте пожалуйста в click дом добавьте пункт выбрать по умолчанию когда несколько домов один всегда больше всех используется спасибо,1
zor,5,click,zor,1
zor,1,click,zor,1
всё хорошо работает спасибо!,5,click,всё хорошо работает спасибо,1
зур,2,click,зур,1
ok,5,click,ok,1
супееееер👍,5,click,супееееер,1
"Всё чётко, отлично работает",5,click,всё чётко отлично работает,1
отлично,5,click,отлично,1
не плохой но можно сделать перевод 💸,3,click,не плохой но можно сделать перевод,-1
ha maylin javob berganizgayam rahmat,5,click,ha maylin javob berganizgayam rahmat,1
зор,5,click,зор,1
Boq qipsan interfeysni. adashib birovga to'lov qivordim.,1,click,boq qipsan interfeysni adashib birovga tolov qivordim,-1
отличный,5,click,отличный,1
judayam yahwi,5,click,judayam yahwi,1
Мне приложение нравится 10/10,5,click,мне приложение нравится,1
1 foyiz komisiya jnmisala,1,click,foyiz komisiya jnmisala,1
удобно...,5,click,удобно,1
yaxshi ishlamayapti manda,1,click,yaxshi ishlamayapti manda,-1
очень удобно,5,click,очень удобно,1
"Самое лучшее приложение для перевода средств и оплаты ,особенно если добавить семью в пункт ""Моя Семья"" можно без % переводить ,жене ,детям,матери и т.д.",5,click,самое лучшее приложение для перевода средств и оплаты особенно если добавить семью в пункт моя семья можно без переводить жене детямматери и тд,1
xizmatlar uchun raxmat,5,click,xizmatlar uchun raxmat,1
"Ув. разработчики, может хватит рекламой приложение пичкать? Куда ни ткни - везде навязчивая реклама, всё приложение изгадили. Того и гляди, бесконечная рекламная простыня получится... В повседневной жизни её предостаточно. Сделайте возможность хотя бы отключать рекламу: кому нужна будет - сами включат... Или вам доходов от пользователей мало? И без рекламы по 4500 с каждого пользователя ежемесячно...",1,click,ув разработчики может хватит рекламой приложение пичкать куда ни ткни везде навязчивая реклама всё приложение изгадили того и гляди бесконечная рекламная простыня получится в повседневной жизни её предостаточно сделайте возможность хотя бы отключать рекламу кому нужна будет сами включат или вам доходов от пользователей мало и без рекламы по с каждого пользователя ежемесячно,-1
zo‘r ilova osson ili tushunarli olindro o‘tkazsam bolarkan ishlashi tez,5,click,zor ilova osson ili tushunarli olindro otkazsam bolarkan ishlashi tez,1
Интерфейс перегружен из-за реализации мультиаппа.,4,click,интерфейс перегружен изза реализации мультиаппа,1
"карта visa добавляется, но платить с нее нельзя. пишет недоступно",1,click,карта visa добавляется но платить с нее нельзя пишет недоступно,-1
🤗,4,click,,1
Klik da svetni korsatgichlari haqoniy korsatmayapti bunga klik aypdor👎👎👎👎,1,click,klik da svetni korsatgichlari haqoniy korsatmayapti bunga klik aypdor,1
зур,5,click,зур,1
Зор,5,click,зор,1
супер,5,click,супер,1
Супер,5,click,супер,1
Ваше классное приложение.Почему вы скажите я отвечу на ваш вопрос. Я очень много приложения скачал чтобы переслать деньги но они все сказали что тебе не 18 (16) но это приложение заработало.Спасибо администраторам.,5,click,ваше классное приложениепочему вы скажите я отвечу на ваш вопрос я очень много приложения скачал чтобы переслать деньги но они все сказали что тебе не но это приложение заработалоспасибо администраторам,-1
ok,5,click,ok,1
"Последнее обновление получилось не очень удачным. В частности, раздел ""Мой дом"" стал неудобным и им теперь не хочется пользоваться. Раньше можно было проставить галочки и оплатить все коммунальные услуги разом. Теперь нужно каждый раз заново вносить суммы. Пожалуйста, верните прежний вид раздела Мой дом.",5,click,последнее обновление получилось не очень удачным в частности раздел мой дом стал неудобным и им теперь не хочется пользоваться раньше можно было проставить галочки и оплатить все коммунальные услуги разом теперь нужно каждый раз заново вносить суммы пожалуйста верните прежний вид раздела мой дом,-1
Ок,5,click,ок,1
👍,5,click,,1
харажатлар куринмайдиган килиб куйишган куриш учун пул тулаш керак,3,click,харажатлар куринмайдиган килиб куйишган куриш учун пул тулаш керак,-1
🤗👍,5,click,,1
👍👍👍👍,5,click,,1
зур,5,click,зур,1
juda qulay va zor,5,click,juda qulay va zor,1
очень удобна,5,click,очень удобна,1
zor,5,click,zor,1
zo'r,5,click,zor,1
зорр,5,click,зорр,1
"Испаганили раздел оплаты коммуналки. на пол экрана диван, нужной информации минимум, внизу реклама еще новостроек. Раньше был самый удобный дизайн, теперь нет.",2,click,испаганили раздел оплаты коммуналки на пол экрана диван нужной информации минимум внизу реклама еще новостроек раньше был самый удобный дизайн теперь нет,-1
juda zor,5,click,juda zor,1
клик отлично,5,click,клик отлично,1
Yaxshi,5,click,yaxshi,1
atlichna,5,click,atlichna,1
zorr,5,click,zorr,1
zur ekan,5,click,zur ekan,1
Супер,5,click,супер,1
"Спасибо, удобная приложения!",5,click,спасибо удобная приложения,1
зур,5,click,зур,1
👍🏻,5,click,,1
не заходить пишет проверьте часы у меня правельно стоит часы,1,click,не заходить пишет проверьте часы у меня правельно стоит часы,-1
Click очень удобное предложение,5,click,click очень удобное предложение,1
👍😉,5,click,,1
zor,5,click,zor,1
Pazor ishlashiga👎,1,click,pazor ishlashiga,1
когда надо не работать,1,click,когда надо не работать,-1
зор,5,click,зор,1
raxmat,5,click,raxmat,1
супер,5,click,супер,1
отлично,5,click,отлично,1
zor eka,5,click,zor eka,1
"получил паспорт новый пластиковый, и после не приходят кешбек, и денюшки зависли на старом номере серии поспорта. Не могу обновить в приложении. Что делать???!!!",2,click,получил паспорт новый пластиковый и после не приходят кешбек и денюшки зависли на старом номере серии поспорта не могу обновить в приложении что делать,-1
"Очень быстро работает. Без каких либо ограничений, проблем.",5,click,очень быстро работает без каких либо ограничений проблем,1
Operatorlari zorrr gap yoq😘,5,click,operatorlari zorrr gap yoq,1
отлично,5,click,отлично,1
отлично,5,click,отлично,1
cool😎,4,click,cool,1
Супер 👏,5,click,супер,1
Чётко работе,5,click,чётко работе,1
super,5,click,super,1
qoloq ilova bu,1,click,qoloq ilova bu,1
zo'r,5,click,zor,1
zor,5,click,zor,1
классно 👍👍👍👍👍,5,click,классно,1
комиссия очень много 👎👎👎,1,click,комиссия очень много,1
Zo'r Ajoyib,5,click,zor ajoyib,1
Жуда кулай ва куп фуняли илова,5,click,жуда кулай ва куп фуняли илова,-1
"Погоня за современным дизайном губит функциональность. Поймите, что рядовому пользователю (например, человеку в возрасте 50 лет) важен не визуальный стиль, а простота и скорость операций. В разделе «Мой дом» появилось множество мелких нововведений, которые только усложняют процесс. ​Очень не хочется удалять приложение после стольких лет использования, но подобные обновления — это «выстрел в ногу». Надеюсь, голос обычного пользователя, ценящего простоту и удобство, в этот раз будет услышан 🥲🥲",2,click,погоня за современным дизайном губит функциональность поймите что рядовому пользователю например человеку в возрасте лет важен не визуальный стиль а простота и скорость операций в разделе мой дом появилось множество мелких нововведений которые только усложняют процесс очень не хочется удалять приложение после стольких лет использования но подобные обновления это выстрел в ногу надеюсь голос обычного пользователя ценящего простоту и удобство в этот раз будет услышан,-1
zoʻr,5,click,zor,1
Вы классные!👍 Горжусь,5,click,вы классные горжусь,-1
"Ужасно лагает при попытке захода в семья, это уже в течение года, телефон Honor x9b также лагает у друга Honor x9d, у вас так только с хонорами?",1,click,ужасно лагает при попытке захода в семья это уже в течение года телефон honor xb также лагает у друга honor xd у вас так только с хонорами,-1
отличное приложение,5,click,отличное приложение,1
"Уважаемые разработчики, добавте возможность прямого доступа и оплаты при покупках на платформе AliExpress. И доступ к своему клику из-за рубежа.",4,click,уважаемые разработчики добавте возможность прямого доступа и оплаты при покупках на платформе aliexpress и доступ к своему клику изза рубежа,-1
"быстро, удобно и безопасно",5,click,быстро удобно и безопасно,1
супер,5,click,супер,1
zor,5,click,zor,1
молотцы,5,click,молотцы,1
мне нравиться,5,click,мне нравиться,1
Zor,5,click,zor,1
zoʻr yaxshi,4,click,zor yaxshi,1
xammasi yaxshi lekin ilovada viza carta xam ishlatish mumkin boʻlsa undan xam yaxshi boʻladi.,5,click,xammasi yaxshi lekin ilovada viza carta xam ishlatish mumkin bolsa undan xam yaxshi boladi,1
бир тигинга киммат приложения экан четга пул утказиш имкони йук хамма давлатда борку бундай имконият ха бу Узбекистан 👎,1,click,бир тигинга киммат приложения экан четга пул утказиш имкони йук хамма давлатда борку бундай имконият ха бу узбекистан,-1
supper,5,click,supper,1
😘,5,click,,1
zoʻr,5,click,zor,1
очень хорошо удобно,5,click,очень хорошо удобно,1
zoʻr,5,click,zor,1
Zor,5,click,zor,1
прекрасное приложение,5,click,прекрасное приложение,1
OK,5,click,ok,1
маслахат бермиман пул утказма фоизи кутарилган ва бундан хатто огохлантиришмаган,1,click,маслахат бермиман пул утказма фоизи кутарилган ва бундан хатто огохлантиришмаган,-1
👍👍👍👍,5,click,,1
отлично,5,click,отлично,1
хорошый,5,click,хорошый,1
ок ок,5,click,ок ок,1
👍👍👍👍👍 ЗЎР 😎,5,click,зр,1
zor,5,click,zor,1
clic judaham zor uzingisga pul solishingizmumkun,4,click,clic judaham zor uzingisga pul solishingizmumkun,1
Жуда расво. Киришда муаммо буляпти.,1,click,жуда расво киришда муаммо буляпти,-1
отлично спасибо,5,click,отлично спасибо,1
5 yulduz emas,4,click,yulduz emas,1
zoʻr,5,click,zor,1
отлично,5,click,отлично,1
класс,5,click,класс,1
zor,5,click,zor,1
"Sana va vaqt qanday qilib noto'g'ri o'rnatilgan bolishi mumkin axir. Hammasi to'g'ri ko'rsatilgan, lekin ilova sifatsiz bemanilik bu to'g'ri narsani korsatib Noto'g'ri deb ilovaga kirib bo'lmayaptiku. Jonga tegdi hammasi.",1,click,sana va vaqt qanday qilib notogri ornatilgan bolishi mumkin axir hammasi togri korsatilgan lekin ilova sifatsiz bemanilik bu togri narsani korsatib notogri deb ilovaga kirib bolmayaptiku jonga tegdi hammasi,-1
ok,5,click,ok,1
Ok,5,click,ok,1
Лучшие приложения перевод деньги в Узбекистане 👍,5,click,лучшие приложения перевод деньги в узбекистане,1
Zor,5,click,zor,1
зур,5,click,зур,1
отлично,5,click,отлично,1
super ilova faqat komissiya kop oladi,5,click,super ilova faqat komissiya kop oladi,1
лучший,5,click,лучший,1
молодец,5,click,молодец,1
Juda oson,5,click,juda oson,1
Спасибо хорошо всех,5,click,спасибо хорошо всех,1
всё классно,5,click,всё классно,1
всё отлично,5,click,всё отлично,1
zoor,5,click,zoor,1
раздел Моя семья очень удобная спасибо большое за разработку,5,click,раздел моя семья очень удобная спасибо большое за разработку,1
"кликни очган пайтдаги телефон рақамим хозир ишламаяпти, янги карта қўша олмадим, картанинг смс рақами билан кликники бир хил бўлиши керак экан. кликдаги телефон рақамни қандай ўзгартирса бўлади?",5,click,кликни очган пайтдаги телефон раамим хозир ишламаяпти янги карта ша олмадим картанинг смс раами билан кликники бир хил блиши керак экан кликдаги телефон раамни андай згартирса блади,-1
отлично,5,click,отлично,1
файдалувчи ракамини узгартириш ёки бошка ракамга бириктирищ имкони йук фойдаланувчи эски руками учса янги ракамга биритираолмиди щахси малумотларихам колади .ушбу ракамни олган бошка шахс бемалол фойдаланиши мумкин хавсизлик тарафдан химояланмаган .ёки акаунтни учириб юбориш булими хам йук. (тех поддержка) хам шу саволга жавобераолмади,1,click,файдалувчи ракамини узгартириш ёки бошка ракамга бириктирищ имкони йук фойдаланувчи эски руками учса янги ракамга биритираолмиди щахси малумотларихам колади ушбу ракамни олган бошка шахс бемалол фойдаланиши мумкин хавсизлик тарафдан химояланмаган ёки акаунтни учириб юбориш булими хам йук тех поддержка хам шу саволга жавобераолмади,-1
"klik ilova judayam zo'r va qulay, tavsiya beraman",5,click,klik ilova judayam zor va qulay tavsiya beraman,1
Zor,5,click,zor,1
rosiyadan turib ochishniyam yolga qoysangizlar zor bolardi,3,click,rosiyadan turib ochishniyam yolga qoysangizlar zor bolardi,1
Ок,5,click,ок,1
👍,5,click,,1
yaxwi iwlamayapti manitoringda kop uzuliwla bovoti,1,click,yaxwi iwlamayapti manitoringda kop uzuliwla bovoti,1
yahshi ilova,5,click,yahshi ilova,1
"Спасибо за приложение, очень удобна и проста",5,click,спасибо за приложение очень удобна и проста,1
ok,5,click,ok,1
gloomОдну минуту. Скоро вернусь.,2,click,gloomодну минуту скоро вернусь,1
zor,5,click,zor,1
кллас,5,click,кллас,1
"Привязываются к приложению только карты банков РУ. виза и мастер вообще не работают, даже местных банков.",1,click,привязываются к приложению только карты банков ру виза и мастер вообще не работают даже местных банков,-1
Отлично,5,click,отлично,1
👍click g'ijduvon,4,click,click gijduvon,1
зур,5,click,зур,1
👌,5,click,,1
перестал давать кешбек я перешёл на другое приложение перевод денег между картами большой процент,1,click,перестал давать кешбек я перешёл на другое приложение перевод денег между картами большой процент,-1
Классное приложение. Спасибо разработчикам. Рекомендую всем.,5,click,классное приложение спасибо разработчикам рекомендую всем,1
ЗУР АЪЛО 👍,5,click,зур аъло,1
kamisya oladi,4,click,kamisya oladi,1
спасибо,5,click,спасибо,1
"ужасная система оплаты, не пользуйтесь, снимают комиссию даже при оплате на заправке за бензин не предупредив...",1,click,ужасная система оплаты не пользуйтесь снимают комиссию даже при оплате на заправке за бензин не предупредив,-1
🤗,5,click,,1
не удобно когда другим деньги отправлять постоянно код спрашивает,4,click,не удобно когда другим деньги отправлять постоянно код спрашивает,-1
"жуда қулай платформа, менга ёқади фойдаланиш онсон♥️",5,click,жуда улай платформа менга ёади фойдаланиш онсон,-1
переводы между своими картами почему-то не удается выполнить . просьба исправить ошибку,5,click,переводы между своими картами почемуто не удается выполнить просьба исправить ошибку,-1
"пожалуйста поправьте ошибку когда заходишь платить коммуналку, не корректно показывает сколько у меня предоплата, прошлый 2 месяц подряд показывал на счету за газ 100 тысяч потом через 2 месяца внезапно закончилось денег так как деньги на счету , остаток показывал не верный можете поправить?",3,click,пожалуйста поправьте ошибку когда заходишь платить коммуналку не корректно показывает сколько у меня предоплата прошлый месяц подряд показывал на счету за газ тысяч потом через месяца внезапно закончилось денег так как деньги на счету остаток показывал не верный можете поправить,-1
visa kartada pul tashlashni Ham ilovaga quyshiyla hamma ilova uzcard humo card hammasiga bor,4,click,visa kartada pul tashlashni ham ilovaga quyshiyla hamma ilova uzcard humo card hammasiga bor,-1
это круто,5,click,это круто,1
классная приложения 👍,5,click,классная приложения,1
"Кликга боғланган телефон номерт ўзгарса, яна янги экаунт очиш керак, созламалар йўқ бўлаяпти. яхши эмас",1,click,кликга боланган телефон номерт згарса яна янги экаунт очиш керак созламалар й блаяпти яхши эмас,-1
zoʻr,5,click,zor,1
zor,5,click,zor,1
зор,1,click,зор,1
Клик удобный. 👍,5,click,клик удобный,1
спасибо за поддержку,5,click,спасибо за поддержку,1
супер,5,click,супер,1
Super,5,click,super,1
отлично,5,click,отлично,1
oson foydalanish qulaylik,5,click,oson foydalanish qulaylik,1
chota slabiy ishlavoti reskis yo,1,click,chota slabiy ishlavoti reskis yo,-1
отлично 👍,5,click,отлично,1
"С новым обновлением 2026 клик дом стало не удобно, раньше когда заходил все сервисы были на одном окне и информация об остатках также отображалось, а сейчас каждого надо листать отдельно и это очень не удобно. Прошу исправьте, не тратьте наше время на лишние листание....",4,click,с новым обновлением клик дом стало не удобно раньше когда заходил все сервисы были на одном окне и информация об остатках также отображалось а сейчас каждого надо листать отдельно и это очень не удобно прошу исправьте не тратьте наше время на лишние листание,-1
супер,5,click,супер,1
Zor,5,click,zor,1
"здравствуйте я пользуюсь кликом уже продолжительное время и особенно помогает ussd когда нету интернета, но недавно возникли осложнения после обновления баланс начал отображаться менее понятно а именно когда читаешь сильно путаешься так как отображаются последние 4 цифры карты и баланс карты в одном ряду что крайне не удобно особенно когда пользуются этим люди более пожилые.",3,click,здравствуйте я пользуюсь кликом уже продолжительное время и особенно помогает ussd когда нету интернета но недавно возникли осложнения после обновления баланс начал отображаться менее понятно а именно когда читаешь сильно путаешься так как отображаются последние цифры карты и баланс карты в одном ряду что крайне не удобно особенно когда пользуются этим люди более пожилые,-1
zoʻr,5,click,zor,1
"В какой-то момент перестали работать автоплатежи. У меня на каждый день недели был установлен определенный платеж. Заметил что автоплатежи не проходят. Пишет что недостаточно денег, хотя на карте денег достаточно. Хотел удалить все установленные автоплатежи так они не удаляются. Почините.",4,click,в какойто момент перестали работать автоплатежи у меня на каждый день недели был установлен определенный платеж заметил что автоплатежи не проходят пишет что недостаточно денег хотя на карте денег достаточно хотел удалить все установленные автоплатежи так они не удаляются почините,-1
zoʻr ilova judayam,5,click,zor ilova judayam,1
Assalomu alaykum programma umuman qotip iahlavotti bittada pul otmidi,2,click,assalomu alaykum programma umuman qotip iahlavotti bittada pul otmidi,-1
Zor,5,click,zor,1
Zor,5,click,zor,1
Манга пул ўтказилгани кўринмаяпти,5,click,манга пул тказилгани кринмаяпти,-1
"Не работает. При хорошей связи интернета, пишет что нет интернета. код приходит запоздало",1,click,не работает при хорошей связи интернета пишет что нет интернета код приходит запоздало,-1
очин харашо,5,click,очин харашо,1
НЕМАГУ перевести денежные средства,1,click,немагу перевести денежные средства,1
все хорошо,5,click,все хорошо,1
здорово,5,click,здорово,1
👍,5,click,,1
сарсек,5,click,сарсек,1
Зур,5,click,зур,1
zor,5,click,zor,1
Zoʼr,5,click,zor,1
"Молодцы!!!👍 Везде и по разному ,без самой карты непосредсвенно можно расплачиваться",5,click,молодцы везде и по разному без самой карты непосредсвенно можно расплачиваться,-1
мне кажется хорошо,5,click,мне кажется хорошо,1
zoʻr,5,click,zor,1
good,3,click,good,1
яхши,5,click,яхши,-1
Супер👍💯,5,click,супер,1
Qulay.,5,click,qulay,1
ok,5,click,ok,1
"Хорошо, надеюсь что такого не повторится. А в общем приложение хорошее.",4,click,хорошо надеюсь что такого не повторится а в общем приложение хорошее,1
очень удобная приложение,5,click,очень удобная приложение,1
"Отвратительно,и кто дал баллов 4,8 ? Лохотрон В начале было трудно регистрироваться,долго поступали смс сообщения, затрудняюсь переводы. А сейчас в течении недели уже нормализуется работа, и приходится изменить оценку. благодарю персоналам.",4,click,отвратительнои кто дал баллов лохотрон в начале было трудно регистрироватьсядолго поступали смс сообщения затрудняюсь переводы а сейчас в течении недели уже нормализуется работа и приходится изменить оценку благодарю персоналам,-1
