app,review,sentiment
uzum,"под предлогом что поездки в автобусе будут бесплатными(50 поездок но я столько не накатал), раздают карты бесплатно, да было так пока я не съездил в другой город и оплачивал картой, потом заблокировали, вернулся в тот же город откуда и получил карту, карта так же заблокирована, пополнил, оплатил, все карты с деньги сняли, баланс 0 и карта снова заблокирована, если банк предлагает ложные услуги, можно подать в суд, это недобросовестная реклама, введение в заблуждение потенциальных клиентов!",Negative
uzum,"Получилось войти в приложение, проблема таймаута больше не повторялась.",Negative
uzum,👍🕋🤲🏻,Positive
uzum,🔥,Positive
uzum,judayam zor,Positive
uzum,"Радует, что без комиссии 😊",Positive
uzum,Отличный,Positive
uzum,У меня только хорошее впечатление. Класс,Positive
uzum,Приложение хорошая но вот Тех поддержка Полный отстой. Нормально не помогли когда я попросил их помочь. Мой Аккаунт заблокировали и войти в него вообще не получается. Я просил тех поддержку хотя бы удалить мой аккаунт чтобы я смог заново открыть в него. Но нет они даже не сказали что могут так сделать или нет. Короче исправлю оценку когда мне нормально помогут. Пока что одна звезда.,Positive
uzum,Легко и удобно!!! Спасибо❤️❤️❤️,Positive
uzum,"Приложение стало плохим. После обновления: - из приложения исчезла функция генерации qr кода для оплаты метро. Раньше можно было на улице сгенерить qr код и заходить на станцию где интернет работает плохо. Сейчас просто просит просканировать. Но на входе нет qr кодов для сканирования. - сам сканер работает криво. Кнопки находятся за меню телефона, поэтому не получается их нажать. - служба поддержки не отвечает",Negative
uzum,juda qulay menga yoqdi,Positive
uzum,отлично,Positive
uzum,🫰👍,Positive
uzum,"очень сложно общаться когда каждый раз отвечают разные сотрудники и не в курсе вашего диалога , не могут ответить на вопрос нет возможности удалить приложение",Negative
uzum,Zur ilova,Positive
uzum,Zor Rahmat,Positive
uzum,a'lo,Positive
uzum,Very good,Positive
uzum,Zor,Positive
uzum,"бу мошенникларга ишонманглар одамлар! манга берган картасига пул ташаган едим,картани блоклап қуйб енди пулимни қайтармаяпти! 🤬",Negative
uzum,zor gap yo,Positive
uzum,всё отлично прям шик,Positive
uzum,Zoʻr ishlayapti ilova ayniqsa internet tarmogʻi orqali toʻlov qilishga juda qulay,Positive
uzum,"сменил телефон,четвертый день не могу пройти по фото.клик и тбс банк без проблем.И что делать?техподдержка не отвечет.как гасить кредит?",Negative
uzum,👍👍👍,Positive
uzum,"Приложение может быть сносное, но поддержка это ""тихий ужас"". Каждое ваше обращение (а конкретно вопрос в рамках этого обращения) ведут разные специалисты, которые не утруждаются прочитать переписку и планомерно повторяют всё что было в начале обращения, тем самым вынуждая вас самому завершить бесперспективную беседу. Молодцы!",Negative
uzum,menga yoqdi,Positive
uzum,"МАЙ2025: невозможно зарегистрироваться, уже с другого номера и другого устройства пытаюсь, никак. вроде зашла в приложение, но теперь проблема в том, что невозможно пройти идентификацию. приложение не работает upd, ЯНВАРЬ2026: прошло более полугода, сменила устройство, регистрация все так же НЕ проходит. тех.поддержка хуже роботов каких-то, отвечают все одно и то же)",Negative
uzum,"Я скачал Uzum Bank, по ссылки которую они прислали в SMS ""дарим 100 000 сум"" но денег не увидел. Идентификация не случилась ""штатно"" после сканирования зависла. Поддержка, это ИИ который по кругу чередует две фразы.. передаю оператору и ..пришлите скриншот ошибки.. я присылаю и всё по кругу. Понадобилось трое суток, для сброса неудачной попытки. В общем, первое впечатление я оценил.",Negative
uzum,Очень удобная карта.Можно по ней со скидкой заказать в Узум Маркет и кешбек дают за каждый проезд в автобусах,Negative
uzum,Ajoyib,Positive
uzum,UZUM BANK KARTASINI OLDIM JUDA QULAY FOIZSIZ OTKAZMALAR RAHMAT KATTAKON UZUM 🍇 N 1,Positive
uzum,"Обновление баланса происходит не мгновенно. Приходится долго ждать, пока обновится баланс средств, которые уже давно лежат на карте. Это очень неудобно и раздражает",Negative
uzum,спасибо узум банк,Positive
uzum,"при установке навязывают мне открытие карты виза и какие-то микрозаймы, а отказаться нельзя.",Negative
uzum,.💪👍,Positive
uzum,zor,Positive
uzum,uzum market juda qulay tez ishlayapdi qotib qolmayapdi,Positive
uzum,zor,Positive
uzum,super,Positive
uzum,superrr,Positive
uzum,"это не цифровой банк, при любой непонятной ситуации нужно ехать в отделение и решать на месте. колхозный банк",Negative
uzum,очень удобное и комфортное приложение,Positive
uzum,удобное приложение особенно системой виза,Positive
uzum,"При переводе на карту добавьте возможность редактирования номера карты с любого места, нет возможности изменить номер в начале, курсор автоматически переходит в конец. И при оплате QR кодом верните как было или сделайте чтобы камера выключался.",Negative
uzum,спасибо,Positive
uzum,Number 1 in Uzbekistan 👍👍👍👍👍👍👍👍👍👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻 🇺🇿,Positive
uzum,UZUM - best of the best! Happy New Year!,Positive
uzum,"Добрый день,сняла деньги с вклада на карту,деньги не поступили ни на карту ни на счёт.Просто потерялись.Это было 26 декабря,вопрос не решен,на все мои заявки пишут ждите ваш запрос в обработке.По срокам ничего.Что за отношение к своим клиентам?Я не довольна",Positive
uzum,У меня очень плохое впечатления о приложении никак не могу открыть вот как уже 3дня узумкарту всё зделала по схеме в конце выдачи карты зависает пишет что нужно подождать я ждала так с открытым экраном целых 40минут обратилась в тех.поддержку но не смогли или не захотели помочь.,Negative
uzum,Uzum zor,Positive
uzum,"бир тийинга киммат илова. кол центр йук, ишламеди. тех поддержкага ёзсенг муаммоингни достон, роман килиб ёзиш кере, узларини жиннига солиб роботга ухшаб бир хил жавоб бериб туришуради.",Negative
uzum,Super,Positive
uzum,Банк отстой перевод с между своими картами деньги испаряются Тех поддержка не чего не решает. В главном офисе Узм банк сидит один мужик записывает данные в тетрадь и на этом все Говорят решим мы вам позвоним,Negative
uzum,Salom juda zor UZUM jamoasiga katta rahmat,Positive
uzum,zoʻr bank,Positive
uzum,Zor,Positive
uzum,довольно удобно,Positive
uzum,"без соглашению на карту невозможно войти,нет возможности открыть новую учётную запись",Negative
uzum,Ajoyib,Positive
uzum,🔥👍👍,Positive
uzum,"худший банк ,сотрудников не существует одни боты звонят по 5 раз в день хотя в кодексе прописано что не более 8 раз в месяц,предлагаю написать заявление в суд коллективно",Negative
uzum,супер,Positive
uzum,the best,Positive
uzum,👍👍👍👍uzum eng zoʻri,Positive
uzum,"Палочка выручалочка, очень удобно когда срочно нужны деньги",Positive
uzum,Удобно без комментариев,Positive
uzum,ajoyib,Positive
uzum,Super,Positive
uzum,я тоже скачала приложение но как только я подтверждаю что я резидент Узбекистана там выходит уведомление что мы обнаружили что у вас есть заявка и т.д и т.п позвонила в службу поддержки она не работает написала в бот телеграмме но что то пока не вижу помощи поэтому такая оценка,Negative
uzum,zor narsa lekin bitta minusi shu limit 20 yoshdan berarkan 😅,Positive
uzum,отлично,Positive
uzum,"Банк не плохой до тех пор, пока используете электронную версию. Но черт меня дернул завести физическую карту, которая не работает. И тут начался цирк. Телефонная поддержка не работает, телеграм-бот пишет пишите в приложение. А в приложении на каждое сообщение вам отвечает отдельный оператор. Т.е. вы описываете проблему, оператор задает вам вопрос и все. Вы отвечаете и с вами общается уже другой оператор, который не видит первых сообщений. Напоминает общение с болеющим деменцией.",Negative
uzum,удобный приложение,Positive
uzum,🔥🔥🔥,Positive
uzum,👍,Positive
uzum,супер 👍🌹,Positive
uzum,"Здравствуйте, приложение отличное, до последнего времени работало хорошо, но сегодня например у меня не получается перевести со своей суммовой карты на карту Узум, почему не получается? Исправьте пожалуйста неполадки",Positive
uzum,не рекомендую,Positive
uzum,Hammasi shunchaki super,Positive
uzum,👍🏻👍🏻👍🏻👍🏻,Positive
uzum,"очень хорошо, снятие наличных без процентов",Positive
uzum,мне нравится..пользуюсь услугами более года.,Positive
uzum,👍,Positive
uzum,juda ham zur,Positive
uzum,удобно бл*,Positive
uzum,Ilovada barcha to'lovlar mavjud qulayliklar bor raxmat kattakon Uzum bankga ishlaringizga omad tilayman,Positive
uzum,"две недели мучаюсь с идентификацией, хоть и пишет что я идентифицирован, а я когда проходил ее, но решил сейчас начать пользоваться узумбанком и заказал карту, нажимаю либо проверить идентификацию либо взять одобренный микрозайм , прохожу идентификацию, пишет это может занять около суток, проходит 3-4 дней, в течении которых висит это сообщение а при попытке взять микрозайм пишет у вас уже подана заявка(ошибка) потом на 3 или4 день пропадает и так по-новой, техпод. 2недели пишет ожидайте..",Negative
uzum,удобно,Positive
uzum,mazza qilib ishlatyapman Uzum Bank ga Kotta Rahmat ishlaring ga rivoj,Positive
uzum,всем добрый вечер. Я только начал пользоваться услугами Uzum bank . Всё идёт нормально.Без проблем дали лимиты.Заказал нужные себе товары. Осталось только забрать.Спасибо Uzum bank,Positive
uzum,juda qulay va oson 👍,Positive
uzum,пока нравится если потом не испортится,Positive
uzum,супер 👍,Positive
uzum,Yaxshi ilova kerakli paytda yordam beradi 🤝,Positive
uzum,"Я недавольна тем что на приложение узум банк показывает заблокировано но я скидывала и фото и ид карту чтобы разблокировали и я могла использовать это приложение, а потом вообще не смогла даже написать заблокировано и вход временно недоступен уже как месяц не открывают!?",Negative
uzum,все супер работает,Positive
uzum,отличное приложение,Positive
uzum,удобно и понятно,Positive
uzum,все отлично,Positive
uzum,Отличный сервис.,Positive
uzum,Uzum bank zor !,Positive
uzum,Быстро и удобно!!!,Positive
uzum,для транспорта кэшбек отличный,Positive
uzum,"прочитал все отзывы, вижу,что,не положительные отзывы 😮 стало лучше! Но с обещанными кешбеками туговато 😂 обещанный кешбек только за мобильный платеж дают,за остальные платежи коммуналку, ВАЙФАЙ (интернет провайдера) не дадут кешбек пробовал так что не старайтесь!!!",Negative
uzum,Удобное приложение для пользования,Positive
uzum,zoʻr qulay,Positive
uzum,очень доволен услугами и картой от Узумбанк,Positive
uzum,Zor,Positive
uzum,хорошо,Positive
uzum,отличная приложения но когда мне переводят деньги комиссия с ных чуть больше снимается,Negative
uzum,удобно.быстро.самое главное доверия!,Positive
uzum,Super,Positive
uzum,Четко!...надо ещё усовершенствовать не останавливайтесь!,Positive
uzum,Перевод в Россию на мастер или визу работает отлично,Positive
uzum,gap ýoq zor,Positive
uzum,молодцы,Positive
uzum,yaxshi,Positive
uzum,"никак не могу оформлят узум карт,через иденфикации не пропускает,как указали так делаю, это нечестносъ",Negative
uzum,"Лучший цифровой банк в Ташкенте. мои аплодисменты 👏 Молодцы команда так держать!!! Очень оперативно работает служба поддержки, никаких проблем. Всегда все чётко и стабильно. Карта бомба Visa и UzCard в одной карте очень удобно. Минимальный процент на переводы а порой и без процентов. Просто одно удовольствие пользоваться этим банком. Советую всем взять карту Uzum Bank . Спасибо.",Positive
uzum,tez vaqulay,Positive
uzum,Всё очень хорошо!!! Самое главное что бы не испортили.,Positive
uzum,хорошее приложение,Positive
uzum,отлично 👍,Positive
uzum,В крации: весь функционал работает так как надо работать. поддержка отвечает быстро. Хз что еще сказать.,Negative
uzum,Я очень просто люблю узум банк и очень доверяю а потому что в труд 😍😁😀ную минуту узумчик протягивает мне руку помощи!вот такие пирожки!!!,Negative
uzum,"Отличный мобильный банк! Всё быстро, удобно и безопасно. Особенно должен отметить узум карту дизайн красивый и спасибо за скидку на метро автобус и т.д Очень доволен приложением.",Positive
uzum,uzum bank akkaunti boʼlmaganlar pul tashlay olmasligi yomon ekanda,Negative
uzum,best,Positive
uzum,Qulay va tez,Positive
uzum,zoʻr uzum karta xam zor foydali,Positive
uzum,"ужасно работает приложение. face id не распознаёт лицо. невозможно после смены девайса вернуться к использованию. обслуживание нулевое голоса нет, только бот запрашивают инфу перс данные. в приложении поддержка не работает, пишет ""что-то пошло не так '",Negative
uzum,👍,Positive
uzum,👍,Positive
uzum,"я подавал заявку на открытие карты, рассматривали эту заявку несколько месяцев, много раз писал в службу поддержки и так ничего и не получилось. я удалил это приложение, но предложения открыть карту так и продолжают поступать",Negative
uzum,"классное приложение, супер банк",Positive
uzum,Узум супер,Positive
uzum,отлично,Positive
uzum,operatorlari savolga javob berolmaydi umuman muamoni hal qilaolmaydi men sizlarga tavsiya etmayman yana ustinggizdan kulishadi,Positive
uzum,"приложение в начале было нормальным, но с нового тел не могу зайти в свой акк сообщение приходит но идентификации лица, приложение даёт сбой сообщает о ошибке и так не могу зайти уже неделю падежка сервиса вапще бесполезная , отправил письмо об удалении моего акк и данных в официальном сайте , и то лучше у тбс банка и анорбанк там все идиадьно",Negative
uzum,просто супер этот УзумБанк,Positive
uzum,"пользуюсь этим приложением больше года, очень удобно, всегда выручает, спасибо за вашу работу!",Positive
uzum,yaxshi,Positive
uzum,"В общем приложение хорошее,но приходится переустанавливать,когда то ли виснет оно ,то ли что .Не могу зайти в полноценное приложение, показывает только в режиме офлайн,хотя интернет есть.Исправте этот момент,а так все отлично.",Positive
uzum,все отлично,Positive
uzum,просто супер,Positive
uzum,Хороший функционал,Positive
uzum,супер,Positive
uzum,Отлично! именно когда срочно нужны деньги,Positive
uzum,отправил деньги на визу карту но деньги отправились на другого человека с таким именем. В поддержке пишут что это не их вина,Negative
uzum,qulay va tez,Positive
uzum,отлично работает,Positive
uzum,самое лучшее приложение в Узбекистане спасибо огромное что оно есть.,Positive
uzum,Отличное приложение рекомендую всем,Positive
uzum,пока очен хорошо.,Positive
uzum,Лучшее финансовое приложение каким я когда либо пользовался,Positive
uzum,super,Positive
uzum,SUPER,Positive
uzum,zor faqat mikroqarz bermotti avtomobilni ochib bermotti,Positive
uzum,"Ты супер, выгоднее.",Positive
uzum,ajoyib,Positive
uzum,очень удобное приложение. Советую всем,Positive
uzum,Judayam foydali ilova🥰,Positive
uzum,judayam qulay va oson uzumga rahmat,Positive
uzum,спасибо узум банку.,Positive
uzum,Zo'r ilova,Positive
uzum,Yaxshi,Positive
uzum,"один из худших приложений. Не могу регистрироваться потому что спрашивает пароль хотя я не установила никакой пароль ещё. Тех поддержка просто сдохла: номер не работает, чат тоже не грузится. Лучше скажите прямо что нельзя использовать приложению",Negative
uzum,"Всё удобно, выгодно и понятно Благодарю.",Positive
uzum,супер,Positive
uzum,komissiya balandligini hisobga olmasa yaxshi,Positive
uzum,nega ochmayapti ochib turuvdi,Negative
uzum,Молодец,Positive
uzum,yaxshi sal qulaylik bor,Positive
uzum,отлично,Positive
uzum,Все отлично работает,Positive
uzum,супер,Positive
uzum,visa karta qulay.,Positive
uzum,yaxshi keshbeklar beradi va juda qulay,Positive
uzum,Здравствуйте.не могу войти в аккаунт.,Negative
uzum,zor,Positive
uzum,super,Positive
uzum,Zor qulay najotkor pul kerak paytda✌️😄,Positive
uzum,Rahmat eng zoʻri sizlar Uzbekistan da,Positive
uzum,самый лучший,Positive
uzum,очень удобно! взаимодействие с другими банками и переводы без комиссии!👍,Positive
uzum,"ideal ga yaqn, lekn visa kartaga boshqa ilovalardan pul tashab bo'lmasligi yomon, va kamchiligi",Negative
uzum,очень удобно и много возможностей,Positive
uzum,vabshe zor ilova,Positive
uzum,uzum bizning yaxshi hamrox,Positive
uzum,Самое лучшее приложение!,Positive
uzum,"заблокировано устройство типо с рут правами, ало ребята, когда они стояли вы не реагировали вообще. а как только я решил заблокировать загрузчик так и сразу вдруг резко появились. хотя при этом я не скрывал их от приложения. издевательство какое-то",Negative
uzum,ajoyib Uzum Bank zo'r raxmat,Positive
uzum,приложение отлично можно переводить с карты на карту без процентов.,Positive
uzum,Очень удобно.Без процентов,Positive
uzum,"Быстро, удобно, без процентов.",Positive
uzum,работает отлично рекомендую всем ок,Positive
uzum,👍👍👍👍,Positive
uzum,👍,Positive
uzum,спасибо очень большое,Positive
uzum,хорошо работает,Positive
uzum,Uzum bank zor,Positive
uzum,zor,Positive
uzum,Классно 👍👍👍👍,Positive
uzum,мне нравится,Positive
uzum,мне очень нравится это приложение помогает в трудной время я очень рада что пользуются многим помогает,Positive
uzum,всё легко и просто👍👍👍,Positive
uzum,Очень замечательный удобный приложения,Positive
uzum,"Зур илова. Хам виртуал, хам реал пластик олдим. Без комиссия. Бир ойлик без фоиз кредит бериши просто супер. Жуда куп холларда аскотяпти. битта муаммо бор - бошка приложениелардан унинг картасига пул утказиб булмаяпти. А так, бошка имкониятлари зур",Positive
uzum,очень быстро и удобно. спасибо,Positive
uzum,super,Positive
uzum,👍,Positive
uzum,👍,Positive
uzum,поддержка работает оперативно быстро устраняют проблемы,Negative
uzum,👍,Positive
uzum,zo'r,Positive
uzum,"Kartani toʻldirish komissiyasi juda yuqori, 3 % komissiya, daxshat, faqat bankomat orqali, Uzcard yoki humo karta bilan pul tashlap boʻlmaydi, tavsiya qilmayman 🤮🤮",Positive
uzum,отличный предложение,Positive
uzum,👍👍,Positive
uzum,vaoov super,Positive
uzum,"Я давольная от онлайн узум банк. Работает отлично , переводы переводятся без комиссий ,проезд в городских автобусах возвращается 100% кешбеки . Коммунальные и покупочные оплаты осуществляются моментально ,без проблем ! Желаю Узум банку процветания !!! Всем советую пользоватся услугами Узум банк , думаю не пожалеете!!!",Positive
uzum,super,Positive
uzum,👍👍👍👍,Positive
uzum,👍👍👍,Positive
uzum,очень удобно отличное приложение спасибо разработчикам,Positive
uzum,Отлично переводы между сами узум банк картами без комиссии и не только,Positive
uzum,отлично,Positive
uzum,"Я всем доволен. Спасибо, УЗУМ",Positive
uzum,Ajoyib bank 👍👍👍👍👍👍 Qiyin paytlarda eng yaxshi doʻst🤩🤩🤩🤩🤩🤩🤩🤩 Ishlarizga doim omad🌟🌟🌟🌟🌟🌟🌟🌟🌟🌟🌟🌟🌟🌟🌟🌟🌟🌟🌟🌟🌟🌟🌟🌟🌟🌟🌟🌟🌟🌟🌟🌟🌟🌟🌟🌟🌟,Positive
uzum,не могу зайти в приложение,Negative
uzum,"Друзья это приложение ужас, не скачайте, всё обман, не хорошо работает, Я много раз попитка сделал, Но не получается.все ерунда...",Negative
uzum,"Тупое приложение. Регистрация не прозодит,смс не приходит,не могу зарегистрироваться пишет войдите в профиль который б....я не создан! это как?",Negative
uzum,"на рутированных устройствах не работает, исправьте, раньше все работало отлично, а так теряете клиентов",Negative
uzum,Very good,Positive
uzum,bir tiyinga qimmat ekan bu bankiyam karteng keladi lekin bermeydi bazasi ishlamey qoladi boshqa kuni keling deydi ilovasiyam norm ishlamedi💩💩🤮,Negative
uzum,я установил приложение. Ввёл туда свой номер и не получается.Говарит подозрительная активность. Бесит,Negative
uzum,я не могу зарегестрироватся на мамен номер и на мамен пастпрт😤😤😤,Negative
uzum,"Обновила Приложение но оно не работает, не открывается До обновление работала нормально.",Negative
uzum,"новый отзыв теперь уже на Узум банк! поддержка футболит как может! Два часа общения, очень медленно и неполноценно отвечают! позвонить нельзя! УЖАСССССС Пользуюсь заграницей и несвоевременно обновляет информацию по виза карте. Не поймёшь сколько осталось на счету или расходы так как днями может не показывать обновленные данные. UPD. В истории кроме как ""не удалось найти информацию"" ничего нет. Раз 100 обновила. UPD. Какой смысл виза карты если не можешь конвертировать и пользоватся за границей/",Negative
uzum,"Узум банк картаси олдим яхши фойдаланаяпман, афсус узум насиядан блокланиб қолдим кечиккан тўловлар учун, омад узум маркет зўр товарлар сифатли",Negative
uzum,mikroqarz deb reklama qiladi lekin ishlamey qolarakan kartaga o'tkazib bo'lmay qoladi. Uzum marketdan bo'lib to'lashga olsa bo'ladi.,Negative
uzum,вы уже дважды меня обманули я кросовки заказывал мне удочку подают карту заказал система не работает я инвалид в офис не дойти лёд рядом парикмахерская у них чисто и люди добрые помогают к вам дойти. да я лучше на Бтзар схожу.где ваш сервис? позорище,Negative
uzum,"operator javob bermaydi telegramga yozilgan, telefon qilsam telegram bot orqali murojaat qiling deydi, noyabr oyidan beri masala hal bolmaydi",Negative
uzum,"ни войти ни зарегистрироваться что за .... на чат никто не отвечает, городской номер поддержки отключили. браво",Negative
uzum,yaxshi,Positive
uzum,4 день приложение не работает не заходит. СВОИ ЖЕ ДЕНЬГИ НЕ МОГУ ТРАТИТЬ ИЗ ЗА ЭТОГО ПРИЛОЖЕНИЯ. как заработает сразу сниму все деньги и не буду больше им пользоваться!!!!!!!!!!!!,Negative
uzum,"Отвратительное приложение, все остальные приложения работают без проблем а тут не могу ни войти ни выйти со старого ни сменить паспортные данные ни дозвониться до их чертового колл центра да и вообще чат поддержки что есть что нет полный дебилизм не работает ничего",Negative
uzum,работает превосходно! молодцы!!!,Positive
uzum,Judayam qulay va oson tavsiya qilaman👍,Positive
uzum,отличное приложение мне нравится.есть мониторинг карт перевод за границу. оплата коммунальных услуг и многое другое,Positive
uzum,Мне нравятся хорошее приложение и давольно качественно сделано,Positive
uzum,zor,Positive
uzum,Har kuni obnavit sorivurad pridlajenya. Uzummarkettan narsa zakaz qmaganmda vowm ocrp tawirdm prilajenyelani.,Negative
uzum,почему то не могу зарегистрироваться,Negative
uzum,"Поменял телефон и попытался зайти в приложение. Выдает ошибку, что мое устройство заблокировано.Обратился в тех поддержку, они запросили кучу данных (селфи с паспортом, без и т.д.) но в итоге не решили проблему, сказав что займутся этим. Прошло 2 месяца.... Привет вашей тех поддержке, которая так плевательски относится к своей работе!",Negative
uzum,не могу зайти свой аккаунт,Negative
uzum,"До последнего обновления 10 декабря приложение работало по вай-фай домашнему, после обновления приходится включать мобильный интернет, т. к. по вай-фай не загружается. Перезагрузка всего не дала успеха, Исправьте, пожалуйста",Negative
uzum,хотел попробовать приложение после 2 летнего перерыва. при входе навязывает открыть узум карту. без этого не войти. сразу удалил и забыл навсегда.,Negative
uzum,"Всё было хорошо, но когда я вышла с аккаунта обратно невозможно было войти в него😕",Positive
uzum,"Жадный Узум Банк ввёл комиссию при переводе с узбекских карт на узбекские карты Виза. Поэтому всей семьей удаляем данное приложение, больше этим сервисом пользоваться не будем. Крайне недовольны. 😡",Negative
uzum,Bu ilovalar eng yaxshisi deb o'ylayman chunki avtobuslarda yo' haqi bepul komissiya 0% viza kartasi. ham bor hartomonlama ideal desam bo'ladi boshqalarga ham tafsiya qilaman,Positive
uzum,Zor,Positive
uzum,"Kartaga pul tashlamoqchi boʻlsam, telefon raqamiga keladigan tasdiqlash kodini yozsam, ""operatsiya muvaffaqiyatli boʻlmadi"" deyapdi.",Negative
uzum,Прекрасно,Positive
uzum,молодцы покупала на карту не подошли сдала через пол часа поступили деньги 🫶🏼10⭐,Positive
uzum,👍👍👍👍,Positive
uzum,👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻,Positive
uzum,"самый плохой банкинг который я видел. застряли у них деньги они не возвращают неделями. будьте осторожны!!! ""Ваша помощь уже 10 дней идёт. так до сих пор помочь не можете.",Negative
uzum,не скачивайте.они Мошенники,Negative
uzum,zoʻr,Positive
uzum,Приложению вообще нужны пользователи или нет? Почему нет нормальной функции восстановления пароля или идентификации какой-то адекватной? Почему пользователь не может зайти на свой же аккаунт?! Что за бред вообще?,Positive
uzum,Вот сейчас я перевёл деньги на другую карту не на свою а на чужую уарту комиссию взяли значит комиссию берут хотя без комиссии должны были но комиссия есть это плохо.😔,Negative
uzum,"что опять за обновления! перевод на карту сделать, как только не пыталась, не возможно!!! выходит список контактов с телефонами и начинается.... надо бы упрощать процедуру, так вы всё усложняете. что намудрили снова? зачем? кто придумывает это всё?",Negative
uzum,"Как можно выпустить визу карту чтобы люди могли пользоватся по миру, но само приложение узум банк за пределам Узбекистан не работает. Уже обращался в телеграм поддержку 10раз, отправлял своё фото, фото паспорта, фото карты и тог 0. Друзья вам люди доверяют чтобы смогли с зарплатой деньги отправлять ддя семьи а вы поступайте низка.",Negative
uzum,Я сегодня оплатил поездку в автобусе и в метро 4 раза но пришло 8 сообщении о снятие денег за поездку. Можете объяснить причину или проблему?я почти каждый день еду в автобусе и метро но только максимум 4 раза не более и каждый раз у меня в счету есть достаточно денег я каждый день проверяю достаточно или нет но в последнее время такие сообщения приходят больше в основном вечером и ночью. когда я написал в поддержку в приложении ответил бот потом начал выкладывать из приложений .,Negative
uzum,отличное приложение!,Positive
uzum,"Открыл карту узум,которая нужна ,чтобы место занимать,нехрена ничего не сделать с ней- мусор,выкинул",Negative
uzum,Регистрация килиб булмайди. ха деб паспорт маьлумотларини сурайверади. Шунингдек пластикка ариза берилди аммо келган пластик картани факат оригинал паспорт оркали олиш мумкин экан. Узбекистон конунчилигига асосан электрон паспорт аслига тенглаштирилгани буларга тегишли эмас экан. Узбекистон банкларида электрон билан иш битириш мумкин булганда булар узини олий ирк сифатида куришлари нормативларни тан олмасликлари жуда ранжитди.,Positive
uzum,"Одно из наименее лагающих приложений. Но смс отправляются сильно позже, чем за минуту, которую они дают для ввода пароля. Потом ещё на время блокируют операции из-за того, что много попыток",Negative
uzum,650сум при оплате из карты uzum или можно и с телефона из онлайн банка uzum. Потому что когда я оплатил из онлайн банка uzum с меня вычитали 1700 сум,Negative
uzum,аккаунт не открывается уже как 9-день... сервис полный отстой,Negative
uzum,"Что с вашим приложением,уже 3 день ""вход временно недоступен - попробуйте позже"" или у вас тех неполадки?",Negative
uzum,вот почему меня блокируюрете????что не так ????? Всем даёте возможность. А меня сразу блок даже просто ползоваться приложением нету доступа. Дурдом,Negative
uzum,отлично работает благодарен !!!,Positive
uzum,Хорошо,Positive
uzum,Спасибо,Positive
uzum,good,Positive
uzum,super prilojeniya,Positive
uzum,Приложение очень плохо работает. Нет квитанции,Negative
uzum,"doim bir muammo chiqadi ilova support chati ishlamay qoladi, akkauntdan chiqsang qaytib kirolmaysan, nomer almashtiring deb hozir turgan nomerga yana almashtirdi bu ilova, bazi logika qismlari hali hom, bilmadim dasturchililar nima qilyabdi (",Negative
uzum,"До этого дня не брал всерьёз то что приложение отправляет уведомления об оплате на транспорте с задержкой, но сегодня из-за этого на меня был составлен протокол транспортной полицией за неуплату за поездку, хотя я оплатил и теперь мне надо будет оплатить ШТРАФ из-за оплошности этого приложения. Разработчики, вы мне оплатите штраф?",Negative
uzum,пока нормально,Positive
uzum,"Я не могу зарегистрироваться,мне говорит ввести пароль который я раньше использовала впри регистрации. Хотя раньше я не регистрировалась. Не знаю почему",Negative
uzum,"давно пользуюсь вашим приложением, но в последнее время есть нюансы. во-первых, за оплату отопления 2 раза списали сумму, не имея при этом функции возврата. во-вторых, квитанции за коммуналку не загружаются, пытаюсь загрузить уже 2 сутки, но все безуспешно.",Negative
uzum,"Почему деньги списали с карта за проезд в метро, но турникет не сработал. Разберитесь и верните деньги.",Negative
uzum,Нега иловаларинга вай фай орқали кириб бўмайди шуни тузатинглар фақат сим картани интернети орқали иловага кирса бўладида оддий WiFi орқали кириб бўмаяпти,Negative
uzum,"Выводил со вклада деньги. Из-за каких то неполадок деньги поступили на счёт карты. Со счета карты перекинул на карту Uzum и деньги исчезли бесследно. Конечно же техподдержка требует подождать, уже 5 дней прошло. Пишут что якобы я потратил эти деньги с КАРТЫ!!! Когда деньги на саму карту не попали ещё! К счастью сумма была незначительной, но представьте если это было +200млн!!!",Negative
